stone_id,mean_std_per_class,std_CaOx,std_CHP,std_UA,std_MAP,std_CYS,std_OTH
S315,0.026568805860995772,0.05642425977074905,0.03138337006730953,0.015904843528761613,0.038040868201355195,0.0009342595579337318,0.016725234039865523
S316,0.04126049383213899,0.1161052222750351,0.12300763732171789,0.004319282574654542,0.00017124755774674787,0.00011418184167801688,0.0038453914220016308
S317,0.13022515896568876,0.3820752115050413,0.3002539548862387,0.011323869439327752,0.02358537335449341,0.05012098102069328,0.013991563588338094
S318,0.01567574818344083,0.021658833383488212,0.036896647858514875,0.011232702543304489,0.0010445512853989646,0.014445049595592303,0.008776704434346156
S319,0.07363430959042601,0.0504857277127384,0.1905499131869993,0.07022996981952118,0.09295331083798654,0.022733160567031965,0.014853775418278786
S32,0.10535849782097621,0.18566516501803157,0.18677356996842678,0.24282359906754009,0.008260649317448208,0.0011978935263163416,0.0074301100280942415
S320,0.10366693055965892,0.28749116157844823,0.20816459816250887,0.014249932144959935,0.07634866925491221,0.0073760042403332084,0.028371217976790958
S321,0.029455432467390116,0.08825634213167544,0.04075299108845119,0.013234498268117595,0.002038646279986212,0.0006217517572399098,0.031828365278870334
S322,0.05022840373150287,0.1233107091711486,0.05222825626371929,0.07162942499877627,0.0012166408469625764,0.004771916933091185,0.04821347417531937
S323,0.0038974300106634197,0.010227207760065669,0.008682938363114717,0.0017040025210449594,2.653922436399302e-06,4.014075132721633e-06,0.0027637634221860507
S324,0.07328600885880829,0.2080556981076521,0.2038051235648239,0.019603001977369,0.0018613512190171315,8.977544363695588e-05,0.006301102840350669
S326,0.06585012754670141,0.1430382728835912,0.15967296156544314,0.027703618733359525,0.033316737924930326,0.0011104843748841672,0.03025868979800011
S328,0.11523082883575736,0.16593979488895103,0.19440455165637258,0.007537125261763408,0.009833782654602543,0.3073017714527688,0.006367947100085852
