stone_id,mean_std_per_class,std_CaOx,std_CaP,std_UA,std_MAP,std_CYS
S292,0.03676955115685539,0.010504868578601872,0.0661479134596009,0.0869295855100493,0.0005230095031565125,0.01974237873286836
S293,0.09666368774759145,0.04426993279401488,0.11167407235835476,0.06500003599032039,0.02164052919610238,0.24073386839916483
S294,0.02462518137375115,0.019079897541678367,0.04651817459392957,0.03348652782883042,0.006340854260073516,0.017700452644243882
S295,0.0652808624775715,0.14694538575580648,0.024580991593071734,0.11308645544944185,0.0015407988193504147,0.04025068077018704
S296,0.059287042901082256,0.11411426273101934,0.032632978112457536,0.0372666301801664,0.0012766105339595002,0.11114473294780851
S297,0.2033187940057532,0.007083870417594485,0.029597951004851294,0.5082969673571585,0.006044518349649521,0.4655706628995124
S299,0.00822107160524941,0.020247434375722375,0.0186536190247858,0.0018815072908972609,0.00010273298311445186,0.0002200643517271628
S3,0.07529526236291004,0.18767117623229562,0.1662112526274566,0.004383805743236402,0.005286523859327301,0.012923553352234255
S30,0.03606750155617154,0.08635052129644345,0.0731574125783008,0.010718396247189076,0.0050834467366866,0.005027730922237793
S303,0.116566080923353,0.290309953405198,0.15233261818813204,0.035752640305201214,0.026554966345459806,0.07788022637277389
S304,0.02839177363279567,0.06184461724230876,0.01743533577338007,0.037640498184924494,0.011692275901239781,0.013346141062125259
S305,0.07350248369424577,0.027416016223448563,0.15436474907492848,0.062479548116271044,0.020032121661168516,0.10321998339541227
S306,0.11886593824458205,0.2634179316550267,0.17186498459879684,0.027027013185308937,0.10474885287835271,0.027270908905425075
S307,0.1538545045385123,0.3506912465340991,0.0750594741241514,0.11113975139861708,0.03360664562144871,0.1987754050142452
S308,0.05108631041045668,0.11014369787229976,0.053334047823896245,0.015194151657922683,0.07173436575445545,0.00502528894370929
S309,0.07309906168771793,0.07240657714185673,0.11056862226951711,0.14003438155488296,0.022983680152924017,0.019502047319408838
S31,0.054084997785161515,0.06390923548897012,0.08111967474131132,0.044238762488158744,0.0033289495939511924,0.07782836661341619
